scene,item,vector
scene_2,item_5531,"[0.23546537016847596, 0.7156300465904661, -0.10619026497794018, 0.21468901397713983, -0.32318776297633955, 0.2931774706999652, -0.03924422836141272, -0.20545507789210157, -0.24008233821099517, -0.288560502657446]"
scene_0,item_5532,"[0.39960802558069736, 0.011688501047360394, -0.327278029326091, 0.4295524134904944, -0.05259825471312179, -0.30974527775505045, -0.4032532861339335, -0.16656113992488558, 0.14610626309200495, 0.4879949187272965]"
scene_1,item_5533,"[0.166863323387331, 0.1286317173403391, 0.4781216663405058, 0.2014421233820404, -0.35677098960433684, -0.06552936543753123, 0.34220890839599655, -0.4975377746182927, 0.07523741957642478, 0.4295813956460382]"
scene_2,item_5534,"[-0.24024637887229552, -0.1826873506008081, 0.23273867953253627, -0.33033877094940634, -0.05005132893172823, -0.5805954156080475, -0.27277974267791893, -0.3228310716096471, -0.20521044862008572, 0.4304414288128628]"
scene_0,item_5535,"[0.4490682312515272, 0.08890948202630906, 0.5424985343978181, 0.27426314794556356, 0.5108527865579454, -0.09343030314629092, 0.10548582613290908, -0.2727562075722363, -0.12356911061283635, 0.2245341156257636]"
scene_1,item_5536,"[0.15918599140088777, 0.03277358646488864, 0.36987333296088626, 0.4166927421964415, -0.4354205058906636, -0.05150135015911076, 0.2317560757159983, -0.04681940923555522, -0.5431051471324405, 0.3464636283431087]"
scene_2,item_5537,"[0.22208805656896086, -0.37279066638361297, -0.06940251767780029, -0.3668418791540872, -0.09716352474892039, 0.49969812728016205, 0.07138544675430883, 0.5393567088103336, 0.33709794300645846, -0.05948787229525743]"
scene_0,item_5538,"[-0.04883624939842425, 0.519206440972721, -0.14136809036385967, 0.1696417084366315, -0.22104828675076238, -0.19020433976228387, -0.6348712421795152, -0.1567900638580989, 0.30843946988478466, 0.26731420723348004]"
scene_1,item_5539,"[-0.167747426040418, -0.2680168767674723, 0.15506690727260897, 0.27758890808059633, -0.2718456892927219, -0.44031344040370446, 0.5685786599995664, -0.005743218787874441, 0.14932368848473454, -0.43074140909058056]"
scene_2,item_5540,"[0.6710978066984175, 0.6253856508562208, 0.029047967389496634, 0.11448316559389832, 0.11106575766572226, -0.12473538937842654, -0.12131798145025051, 0.1896661400137719, -0.14011372505521888, -0.21529669947509242]"
scene_0,item_5541,"[0.24738032117937755, -0.09262913046900786, 0.5557747828140469, 0.24156224220349093, -0.0980779028495377, 0.5993649618582858, 0.05812023872565196, -0.09444538792918446, -0.06538526856635843, -0.4213717307609767]"
scene_1,item_5542,"[0.6709936055521706, -0.3472888730772315, 0.28642381284720125, -0.19512622250215586, 0.18975577601127083, 0.21123756197481097, -0.20049666899304092, 0.08055669736327538, -0.42605542161021187, 0.014321190642360064]"
scene_2,item_5543,"[0.6307812822025138, -0.18607863896591606, -0.13265011886679165, -0.22292589420669157, 0.4255857980309565, -0.20634462934834258, -0.28556622811600985, 0.20818699211038139, -0.2155564431585364, 0.324255846118824]"
scene_0,item_5544,"[0.32195822925975753, 0.20153357742104425, 0.08194222378657838, -0.148381864694615, 0.35434475150952827, -0.0952301519681857, 0.730836049988402, -0.19488961333024055, -0.30562234817696815, 0.1638844475731568]"
scene_1,item_5545,"[-0.2707307580569824, 0.16043498239842602, -0.11126942327632774, -0.1009187792506228, -0.13197071132773752, -0.1526719993791473, -0.04140257610281962, -0.09574345723777036, 0.5692854214137698, -0.7090191157607858]"
scene_2,item_5546,"[0.5955065495875431, -0.24695273585000982, 0.13783408512558687, 0.48050493564614316, -0.32352722758644703, -0.013400536053876509, 0.44413205207133555, 0.1569777080596962, -0.059345231095738804, 0.06508831797597157]"
scene_0,item_5547,"[0.14650934616236708, -0.20883472515327134, -0.144905727657372, 0.3153830543131036, -0.34095465331146346, -0.49864618046801523, 0.6435519081253874, -0.18326312615491167, -0.034095465331146345, -0.02557159899835973]"
scene_1,item_5548,"[0.45019978574687836, -0.22509989287343918, -0.1028234078557685, 0.46131582983939384, -0.03612714330067546, -0.36127143300675424, -0.16396165036460386, 0.46131582983939384, -0.01945307716190216, 0.3890615432380431]"
scene_2,item_5549,"[0.34558685357320185, -0.13823474142928077, -0.4051045894663644, -0.5606186735743052, 0.10943583696484728, 0.06911737071464034, -0.18431298857237427, 0.08255685946470934, 0.20159233125103437, -0.5337396960741674]"
scene_0,item_5550,"[0.6339888838320272, -0.21061807645968625, 0.05596843989837815, -0.38883337192557466, 0.09426263561832111, 0.3549577372502405, 0.2827879068549633, -0.15612249024284433, 0.2930978826257172, 0.2724779310842095]"
scene_1,item_5551,"[0.3956202245433753, 0.28573148429470097, -0.21119283621782248, -0.4327382624463225, 0.6687773146897711, -0.062115540064065417, -0.04762191404911684, 0.20705180021355146, -0.1594298861644346, -0.09110279209396263]"
scene_2,item_5552,"[-0.09758332771233902, -0.012197915964042398, 0.06098957982021186, -0.4879166385616949, 0.4464437242839509, -0.36349789572846275, -0.16345207391816774, 0.22444165373837968, 0.4074103931990153, 0.4171687259702491]"
scene_0,item_5553,"[-0.16203991923489677, -0.24691797216746175, -0.27971176534595277, 0.08101995961744837, -0.680953470118078, 0.1562527792622219, -0.02121951323314125, 0.39159647148433385, 0.4243902646628249, 0.07716186630233182]"
scene_1,item_5554,"[0.8212891665668572, -0.05564368950736207, -0.09779799974021212, 0.03540962059559409, 0.2900216544020084, -0.11128737901472417, -0.02697875854902404, 0.32037275776966045, 0.30351103367652044, 0.13995230997306224]"
scene_2,item_5555,"[-0.18606766003092223, 0.11865184117913878, -0.10786531016285336, 0.19955082380127886, -0.24809021337456286, -0.00808989826221398, 0.36134878904555895, -0.4611242009461985, 0.2561801116367769, -0.6552817592393346]"
scene_0,item_5556,"[0.45201051154940125, -0.17874558496001716, 0.548649642724497, -0.156402386840015, 0.38231694560892554, -0.21350167092446487, -0.03475608596444776, 0.04965155137778247, -0.38479952317781463, -0.30783961854225167]"
scene_1,item_5557,"[0.06919937340858352, -0.22633543095891825, -0.0845349199967044, 0.6844601586829935, -0.09271571870606282, -0.11453118193101891, 0.6626446954580376, 0.019088530321836484, 0.07090025548110689, -0.046357859353031425]"
scene_2,item_5558,"[0.8277642767814075, -0.07238637995812686, -0.1007731956279805, 0.3221903578528391, 0.014193407834926824, -0.11638594424640006, -0.224255843791844, 0.20722375438993176, -0.29522288296647814, -0.03832220115430243]"
scene_0,item_5559,"[0.2961393718196258, 0.19841337911914925, 0.14806968590981284, 0.4530932388840276, -0.10957156757326154, 0.4501318451658312, 0.5863559562028591, 0.22506592258291566, 0.07107344923671019, -0.17768362309177543]"
scene_1,item_5560,"[-0.001648204034834063, 0.34880696844591547, 0.19025834642504477, 0.5020706363994237, 0.4095839402205826, 0.34880696844591547, 0.26953265743548016, 0.29331495073861075, -0.2034707315934507, 0.31709724404174133]"
scene_2,item_5561,"[0.17093944578102732, -0.0970196854432857, 0.3719087941992622, 0.1593894832282552, -0.11780961803827557, 0.25871916118209537, -0.09701968544328579, -0.196349363397126, 0.0877797154010681, -0.813117363715157]"
scene_0,item_5562,"[-0.13994971460534758, 0.3123877558155079, 0.3073895517224598, 0.6547647361893045, 0.28489763330374324, 0.0699748573026738, -0.027490122511764702, -0.24991020465240635, 0.15994253097754005, -0.42984555200213886]"
scene_1,item_5563,"[-0.4251336035549684, -0.12039181693592024, 0.42889584783421586, -0.2332591453133455, 0.2802871988039393, 0.13920303833215777, 0.30286066447942434, 0.013167854977366257, -0.15237089330952408, -0.5944345961211063]"
scene_2,item_5564,"[0.2994824696929823, 0.3057001125251234, -0.12559772064985694, 0.14692563547719112, 0.26304428287045506, -0.2843721976977892, 0.2962210392685304, -0.47632343114379694, 0.43603736980327673, 0.3530954788080883]"
scene_0,item_5565,"[-0.6801027036810683, 0.21358597305686441, 0.025293075756733934, -0.13208606228516617, 0.5929821094078734, -0.13208606228516617, 0.21920665655836086, 0.15456879629115186, -0.1798618720478858, 0.01967239225523748]"
scene_1,item_5566,"[0.013995961546084583, -0.04797227731384153, -0.3709856112270412, -0.15351128740429285, 0.220672475643671, 0.3485985484805817, 0.23986138656920755, 0.7323767669913138, -0.26864475295751256, -0.003198151820922711]"
scene_2,item_5567,"[-0.30408510100775527, -0.0783683299830542, 0.6038971310458877, -0.09911288791974492, 0.23049508818545336, -0.12677229850199936, 0.4471604710797795, 0.35265748492374366, 0.11755249497458123, 0.34574263227818]"
scene_0,item_5568,"[0.36235342383652935, 0.19110463753089652, -0.016117258586943087, -0.1358454652328059, -0.5779188436175303, 0.3683944819872703, 0.4305610508226222, 0.24175887880414615, -0.21412929265510083, -0.23254901675446435]"
scene_1,item_5569,"[0.33186009896970536, 0.5454302897966559, -0.04176718435379797, -0.14004291224508733, -0.12775844625867616, -0.06142232993205584, 0.3636201931977706, -0.368533979592335, 0.24568931972822333, 0.471723493878189]"
scene_2,item_5570,"[0.37576071059261523, -0.5373661729788327, -0.1157008506413754, 0.3059644716960817, -0.3316757718386095, -0.012855650071263967, 0.2493996113825204, 0.46794566259400733, -0.26225526145378436, 0.05399373029930857]"
scene_0,item_5571,"[0.5648984578694679, -0.4041196660143117, -0.16512416460799828, -0.5627257714930468, 0.073871336798315, 0.19554177387789276, 0.015208804634947158, 0.07821670955115709, -0.3389390747216807, 0.09342551418610431]"
scene_1,item_5572,"[0.3201943252197333, 0.06792000837994341, -0.5045486336795797, -0.3007886085397495, 0.09379429728658857, -0.6306857920994747, -0.06306857920994743, 0.2102285973664916, -0.05983429309661682, 0.29917146548308415]"
scene_2,item_5573,"[0.425537779530884, 0.2597438394539162, 0.21000565743082583, -0.13447730695131832, -0.17316255963594418, 0.30395555680777425, -0.32790357037444745, -0.49553966534115934, 0.3721152877283055, 0.27448107857186893]"
scene_0,item_5574,"[0.3988274227155913, -0.19617257465214524, -0.14343801157361152, 0.529455013308478, -0.07171900578680579, -0.09914097858764331, 0.33961058622575674, 0.2235945474529827, -0.4007826793968558, -0.4007826793968558]"
scene_1,item_5575,"[-0.45725556293421127, -0.11386908960229383, 0.5871374932618276, -0.19749170227897844, 0.213504543004301, -0.17258283892847665, -0.18681647512876337, -0.0658305674263261, -0.528423743935645, 0.01957124977539424]"
scene_2,item_5576,"[0.7019666048460059, 0.1357340808267373, -0.101800560620053, -0.24833167060346256, -0.2776378926001445, -0.17737976471675898, -0.03856081841668673, -0.37172628953686015, -0.2066859867134409, 0.35475952943351796]"
scene_0,item_5577,"[0.234474746730721, 0.22225772705908292, -0.34679869480770703, 0.5039119156598173, 0.2126776526168811, 0.0019160148884403636, -0.30081433748513814, 0.5977966451933955, 0.1647772804058718, -0.034488267991926676]"
scene_1,item_5578,"[-0.19488566459879486, -0.4401155422923938, -0.23410401185765628, 0.7023120355729688, 0.01872832094861257, 0.0327745616600719, -0.2856068944663407, -0.09832368498021557, 0.0655491233201438, 0.3511560177864844]"
scene_2,item_5579,"[-0.06471944269040975, -0.39324885566627427, 0.5287012392846575, 0.4500514681514026, 0.20973272302201296, 0.14200653121282122, 0.20536329129238767, -0.30367550520895625, 0.24250346099420245, -0.3189685162626446]"
scene_0,item_5580,"[-0.23321230204724722, -0.23388925946386566, -0.07556422228832582, 0.37242366699246304, 0.4767742596763415, -0.4551844818796771, 0.12234207418109899, -0.31665007435107967, 0.4030091855377378, -0.1853122594213705]"
scene_1,item_5581,"[0.9062351964244126, -0.07212066848024079, -0.11218770652481903, -0.13302256630799972, -0.11058502500303587, -0.25001831739816816, 0.05929921630597574, -0.13462524782978286, 0.20995127935358993, -0.05288849021884327]"
scene_2,item_5582,"[-0.1841060600210106, -0.07653847439075727, -0.06826404472689157, -0.6557485508613524, 0.186174667436977, 0.2875364308193312, 0.08481290405462288, 0.17376302294117854, -0.47371109825630814, 0.3826923719537861]"
scene_0,item_5583,"[0.31675262037163704, -0.547529529499544, 0.015837631018581856, 0.02715022460328314, -0.3574779572765618, 0.6561304279126766, 0.1651638663366393, 0.08145067380984951, -0.0067875561508208004, 0.08145067380984951]"
scene_1,item_5584,"[0.3065312853489017, 0.2529630306797589, 0.47760930419387326, 0.16612497537178195, -0.23219740875828618, -0.06040908195337524, 0.5984274681006237, 0.37755676220859546, -0.09816475817423481, -0.13592043439509435]"
scene_2,item_5585,"[-0.38941773000166713, -0.17150521787638193, 0.47012606782584687, 0.11299167295385158, 0.2966031415038605, -0.3934531468928761, 0.13115104896429203, -0.5084625282923323, 0.2280010543533077, 0.12106250673626957]"
scene_0,item_5586,"[0.34661366744256095, -0.22654488068141238, 0.3216937305676056, 0.07475981062486607, 0.4281698244878694, -0.4553552101696388, 0.4327007221014976, 0.3262246281812338, 0.0838216058521226, -0.16764321170424515]"
scene_1,item_5587,"[0.019442158325048874, -0.5210498431113094, 0.11665294995029307, 0.3421819865208599, 0.09915500745774913, 0.6532565197216416, -0.11470873411778824, 0.37328943984093804, -0.0836012807977101, -0.03694010081759281]"
scene_2,item_5588,"[0.43884119252458703, -0.1656510285786696, 0.007529592208121369, -0.30683088248094464, -0.2673005233883077, -0.628720949378132, 0.1261206694860325, 0.19012220325506388, 0.37271481430200637, -0.16753342663069987]"
scene_0,item_5589,"[0.13138622617480636, 0.2928360253016624, -0.5577829053364998, 0.026146073687648458, 0.25797459371813114, -0.4915461853277905, -0.09586893685471089, 0.23008544845130618, 0.22659930529295302, 0.40439260636896235]"
scene_1,item_5590,"[0.5013150017584223, -0.4092861608559099, 0.4722532625260499, -0.36569355200735143, 0.26397746469404837, -0.19374492821581535, 0.2034321746266061, -0.10898152212139613, 0.24218116026976913, 0.07265434808093077]"
scene_2,item_5591,"[0.5472894925666454, -0.1779647650653777, -0.19327356206024887, -0.22006395680127352, 0.17222396619230104, -0.2736447462833227, 0.23345915417178575, -0.4267327162320347, -0.24111355266922138, -0.42864631585639357]"
scene_0,item_5592,"[-0.4070231808275283, -0.4448181904757988, -0.13664349642067017, -0.25875045066892877, 0.25002852536548165, -0.3895793302206342, -0.24712121693099928, -0.4884278169930339, 0.05814616868964689, -0.18316043137238772]"
scene_1,item_5593,"[0.6010372264598458, 0.2292271255791178, 0.333421273569626, -0.2593276572208202, -0.016207978576301272, -0.004630851021800345, 0.2917436143734227, -0.4214074429838328, -0.04862393572890375, -0.3774143582767294]"
scene_2,item_5594,"[0.5135158119493548, -0.33211329539319234, 0.05636785288783542, -0.09293078449075567, 0.2574639767038968, 0.19043193543187636, -0.5362563301761638, 0.27879235347226694, 0.10207151739148573, -0.3686762269961127]"
scene_0,item_5595,"[0.45949263363749104, -0.2756080245397286, 0.44536659037941656, -0.023965915177367705, 0.2736108649416147, 0.00798863839245593, -0.12182673548495256, 0.4693325055567842, -0.2216847153906513, 0.3934404408284532]"
scene_1,item_5596,"[0.5932029321553034, 0.2827271238542658, 0.41149393273838686, 0.2967235161242789, 0.013996392270013149, 0.18615201719117502, -0.24493686472523027, 0.35130944597733027, -0.05318629062604997, -0.2995227945782816]"
scene_2,item_5597,"[0.719740545893517, 0.06862644357299748, -0.021568310837227756, 0.5196002156241237, -0.06666568804234045, -0.10195928759416771, -0.07058719910365457, 0.111763065247453, -0.4019548837846995, -0.1137238207781101]"
scene_0,item_5598,"[0.48424311071396425, 0.08070718511899402, 0.031182321523247698, -0.17608840389598707, -0.5906298547344565, -0.11739226926399138, -0.18159116651773666, 0.20176796279748507, 0.5319337201024608, -0.08804420194799356]"
scene_1,item_5599,"[0.3007356634199922, 0.17024270282833226, 0.6023972561617911, 0.6379424358732012, -0.09541074554115328, -0.05238237010102534, -0.18895069215012703, -0.15901790923525544, 0.005612396796538433, 0.19456308894666544]"
scene_2,item_5600,"[0.15938984548490223, -0.38371629468587565, 0.2508914234484572, -0.47816953645470656, 0.25384308725373317, -0.18005149212183397, -0.02066164663693182, 0.21251979397986956, -0.29221471672232074, -0.5549127953918817]"
scene_0,item_5601,"[0.5920034606981369, -0.3716579908157755, 0.3398015916029947, 0.2017571950142781, -0.32493527197036365, -0.1146830371660107, 0.05309399868796792, 0.3206877520753263, -0.05946527853052408, -0.3567916711831445]"
